rame,marche,gare_depart,depart,gare_arrivee,arrivee,vide_voyageur,type,axe,distance_km,materiel
23518,881624,HYE,13.033,MSC,14.6,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23515,881625,MSC,13.45,TLN,14.65,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23517,EVI23517,TLN,11.867,TLG,11.950000000000001,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,1.0,2NPG
23517,EVO23517,TLG,13.6,TLN,13.683,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,1.0,2NPG
23517,881452,TLN,13.933,MSC,14.95,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23512,881626,HYE,14.033,MSC,15.65,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23516,881627,MSC,14.05,HYE,15.45,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23514,881629,MSC,14.45,TLN,15.583,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23520,EVI23520,MSC,10.2,MBC,10.283,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23520,EVO23520,MBC,14.116999999999999,MSC,14.2,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23520,881629,MSC,14.45,TLN,15.583,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23515,881462,TLN,14.933,MSC,15.95,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23518,881631,MSC,15.033,HYE,16.45,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23513,881628,HYE,15.033,MSC,16.45,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
84512,881666,MBC,15.5,HYE,16.75,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,84.0,REG
23517,881633,MSC,15.533,TLN,16.533,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23514,881630,TLN,15.933,MSC,16.95,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23516,881632,HYE,16.033,MSC,17.45,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23512,881635,MSC,16.033,HYE,17.45,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23515,881637,MSC,16.533,HYE,17.95,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23513,881443,MSC,16.733,TLN,17.617,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23517,881634,TLN,16.867,MSC,17.883,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23518,881636,HYE,17.033,MSC,18.467,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
84512,881636,HYE,17.033,MSC,18.467,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,REG
23521,EVI23521,MSC,9.0,MBC,9.083,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23521,EVO23521,MBC,16.700000000000003,MSC,16.783,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23521,881639,MSC,17.033,HYE,18.45,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23522,EVI23522,MSC,9.0,MBC,9.083,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23522,EVO23522,MBC,16.700000000000003,MSC,16.783,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23522,881639,MSC,17.033,HYE,18.45,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23514,881655,MSC,17.25,LAC,19.333,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,135.0,2NPG
23523,EVI23523,MSC,8.0,MBC,8.083,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23523,EVO23523,MBC,16.917,MSC,17.0,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23523,881655,MSC,17.25,LAC,19.333,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,135.0,2NPG
23524,EVI23524,MSC,8.7,MBC,8.783,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23524,EVO23524,MBC,16.917,MSC,17.0,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23524,881655,MSC,17.25,LAC,19.333,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,135.0,2NPG
23525,EVI23525,MSC,8.7,MBC,8.783,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23525,EVO23525,MBC,17.200000000000003,MSC,17.283,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23525,881641,MSC,17.533,HYE,18.95,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23516,881657,MSC,17.717,TLN,18.617,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23513,881638,TLN,17.933,MSC,18.95,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23519,EVI23519,TLN,13.783,TLG,13.866,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,1.0,2NPG
23519,EVO23519,TLG,17.6,TLN,17.683,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,1.0,2NPG
23519,881638,TLN,17.933,MSC,18.95,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23512,881640,HYE,18.033,MSC,19.45,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23526,EVI23526,MSC,10.25,MBC,10.333,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23526,EVO23526,MBC,17.700000000000003,MSC,17.783,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23526,881643,MSC,18.033,HYE,19.45,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23527,EVI23527,MSC,9.7,MBC,9.783,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23527,EVO23527,MBC,17.700000000000003,MSC,17.783,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23527,881643,MSC,18.033,HYE,19.45,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23528,EVI23528,MSC,9.7,MBC,9.783,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23528,EVO23528,MBC,17.700000000000003,MSC,17.783,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23528,881643,MSC,18.033,HYE,19.45,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23517,881645,MSC,18.533,HYE,19.95,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23529,EVI23529,MSC,9.2,MBC,9.283,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23529,EVO23529,MBC,18.200000000000003,MSC,18.283,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23529,881645,MSC,18.533,HYE,19.95,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23515,881642,HYE,18.533,MSC,19.95,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23521,888888,HYE,18.75,TLN,19.083,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,20.0,2NPG
23518,881449,MSC,19.033,TLN,20.033,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23530,EVI23530,MSC,10.2,MBC,10.283,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23530,EVO23530,MBC,18.700000000000003,MSC,18.783,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23530,881449,MSC,19.033,TLN,20.033,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23516,881482,TLN,19.433,MSC,20.45,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23520,EVI23520,TLN,15.833,TLG,15.916,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,1.0,2NPG
23520,EVO23520,TLG,19.1,TLN,19.183,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,1.0,2NPG
23520,881482,TLN,19.433,MSC,20.45,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23522,881644,HYE,19.533,MSC,20.95,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23513,881647,MSC,19.533,HYE,20.95,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23512,881459,MSC,19.717,TLN,21.033,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23525,881699,HYE,19.75,TLG,19.92,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,20.0,2NPG
23526,881699,HYE,19.75,TLG,19.92,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,20.0,2NPG
23514,881999,LAC,19.75,TLG,20.3,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,69.0,2NPG
23527,881699,HYE,19.75,TLG,19.92,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,20.0,2NPG
23517,881646,HYE,20.533,MSC,21.95,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23515,881649,MSC,20.533,HYE,21.95,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,87.0,2NPG
23516,881475,MSC,21.117,TLN,22.117,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23519,EVI23519,MSC,19.2,MBC,19.282999999999998,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23519,EVO23519,MBC,20.784000000000002,MSC,20.867,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23519,881475,MSC,21.117,TLN,22.117,False,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,67.0,2NPG
23512,EVS21.033,TLN,21.283,TLG,21.366,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,1.0,2NPG
23513,EVS20.95,HYE,21.2,HYG,21.282999999999998,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,0.4,2NPG
23515,EVS21.95,HYE,22.2,HYG,22.282999999999998,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,0.4,2NPG
23516,EVS22.117,TLN,22.367,TLG,22.45,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,1.0,2NPG
23517,EVS21.95,MSC,22.2,MBC,22.282999999999998,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23518,EVS20.033,TLN,20.283,TLG,20.366,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,1.0,2NPG
23519,EVS22.117,TLN,22.367,TLG,22.45,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,1.0,2NPG
23520,EVS20.45,MSC,20.7,MBC,20.782999999999998,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23521,EVS19.083,TLN,19.333,TLG,19.415999999999997,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,1.0,2NPG
23522,EVS20.95,MSC,21.2,MBC,21.282999999999998,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,2NPG
23523,EVS19.333,LAC,19.583,LAG,19.665999999999997,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,0.4,2NPG
23524,EVS19.333,LAC,19.583,LAG,19.665999999999997,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,0.4,2NPG
23528,EVS19.45,HYE,19.7,HYG,19.782999999999998,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,0.4,2NPG
23529,EVS19.95,HYE,20.2,HYG,20.282999999999998,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,0.4,2NPG
23530,EVS20.033,TLN,20.283,TLG,20.366,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,1.0,2NPG
84512,EVS18.467,MSC,18.717,MBC,18.799999999999997,True,MOVE,marseille – toulon – hyeres – les – arcs – draguignan,2.0,REG
59003,EVM5.567AVI,AVG,5.234,AVI,5.317,True,MOVE,vallee – du – rhone,2.0,R2N
59003,886174,AVI,5.567,MAC,9.417,False,MOVE,vallee – du – rhone,298.0,R2N
59004,EVM6.167AVI,AVG,5.834,AVI,5.917,True,MOVE,vallee – du – rhone,2.0,R2N
59004,886176,AVI,6.167,LYD,8.667,False,MOVE,vallee – du – rhone,236.0,R2N
59005,EVM6.567AVI,AVG,6.234,AVI,6.317,True,MOVE,vallee – du – rhone,2.0,R2N
59005,886180,AVI,6.567,LPR,9.333,False,MOVE,vallee – du – rhone,235.0,R2N
59006,EVM7.033AVI,AVG,6.7,AVI,6.783,True,MOVE,vallee – du – rhone,2.0,R2N
59006,886182,AVI,7.033,LYD,9.667,False,MOVE,vallee – du – rhone,236.0,R2N
59004,886171,LYD,9.333,AVI,11.8,False,MOVE,vallee – du – rhone,236.0,R2N
59003,999998,MAC,10.0,LYD,10.5,True,MOVE,vallee – du – rhone,67.0,R2N
59006,886173,LYD,10.333,AVI,12.867,False,MOVE,vallee – du – rhone,236.0,R2N
59004,886184,AVI,12.2,LYD,14.8,False,MOVE,vallee – du – rhone,236.0,R2N
59005,EVI59005,LPR,9.583,LYG,9.666,True,MOVE,vallee – du – rhone,3.0,R2N
59005,EVO59005,LYG,15.299999999999999,LPR,15.383,True,MOVE,vallee – du – rhone,3.0,R2N
59005,886183,LPR,15.633,AVI,18.45,False,MOVE,vallee – du – rhone,235.0,R2N
59006,EVI59006,AVI,13.117,AVG,13.200000000000001,True,MOVE,vallee – du – rhone,2.0,R2N
59006,EVO59006,AVG,15.884,AVI,15.966999999999999,True,MOVE,vallee – du – rhone,2.0,R2N
59006,886188,AVI,16.217,LYD,18.667,False,MOVE,vallee – du – rhone,236.0,R2N
59003,EVI59003,LYD,10.75,LYG,10.833,True,MOVE,vallee – du – rhone,1.0,R2N
59003,EVO59003,LYG,16.0,LYD,16.083,True,MOVE,vallee – du – rhone,1.0,R2N
59003,886187,LYD,16.333,AVI,19.083,False,MOVE,vallee – du – rhone,236.0,R2N
84513,EVM17.117AVI,AVG,16.784000000000002,AVI,16.867,True,MOVE,vallee – du – rhone,2.0,REG
84513,886190,AVI,17.117,LYD,19.667,False,MOVE,vallee – du – rhone,236.0,REG
84514,EVM17.633LPR,LYG,17.3,LPR,17.383,True,MOVE,vallee – du – rhone,3.0,REG
84514,886189,LPR,17.633,AVI,20.45,False,MOVE,vallee – du – rhone,235.0,REG
59004,EVI59004,LYD,15.05,LYG,15.133000000000001,True,MOVE,vallee – du – rhone,1.0,R2N
59004,EVO59004,LYG,18.0,LYD,18.083,True,MOVE,vallee – du – rhone,1.0,R2N
59004,886191,LYD,18.333,AVI,20.867,False,MOVE,vallee – du – rhone,236.0,R2N
59006,886195,LYD,19.333,AVI,22.15,False,MOVE,vallee – du – rhone,236.0,R2N
59003,886192,AVI,19.35,LYD,21.667,False,MOVE,vallee – du – rhone,236.0,R2N
59003,999999,LYD,22.0,AVG,23.5,True,MOVE,vallee – du – rhone,237.0,R2N
59004,EVS20.867,AVI,21.117,AVG,21.2,True,MOVE,vallee – du – rhone,2.0,R2N
59005,EVS18.45,AVI,18.7,AVG,18.782999999999998,True,MOVE,vallee – du – rhone,2.0,R2N
59006,EVS22.15,AVI,22.4,AVG,22.482999999999997,True,MOVE,vallee – du – rhone,2.0,R2N
84513,EVS19.667,LYD,19.917,LYG,20.0,True,MOVE,vallee – du – rhone,1.0,REG
84514,EVS20.45,AVI,20.7,AVG,20.782999999999998,True,MOVE,vallee – du – rhone,2.0,REG
